,City,Date,Text,Username
486,Miami Beach,2022-09-24 21:30:37+00:00,How we handle a storm... #gocanes  #miami https://t.co/XTyWDHmu3x,UM_biscuit
487,Sanford,2022-09-29 14:27:00+00:00,hurricane ian apparently did not want me to watch vampire academy,lilpaigeyyy
488,Sunrise,2022-09-27 13:19:13+00:00,In case you were wondering how Harmony is adjusting to her temporary home away from #Ian She quickly assumed her role as Queen. She is demanding to know when room service will arrive and living her best life stalking everyone from the 9th floor. Hurricane Cat not disappointed. https://t.co/u61qpa7Ard,JenHemmerdinger
489,Palm Bay,2022-09-28 21:15:58+00:00,what I do in a hurricane. My daughter is a deputy sheriff and they need some treats as this hurricane pummels our state. #HurricaneIan #FirstResponders #BackTheBlue https://t.co/DnVk1e3dA1,DebbyLivingston
490,Palmetto Bay,2022-09-29 04:54:58+00:00,"@RainCityWoman2 @The_Dani_Miller @TexanRussell @JBrewerBoston25 @ActionNewsJax You do have a point that weather events (including floods, snow storms &amp; hurricanes) are getting worse because of climate change.",PoliticalSister
491,Safety Harbor,2022-09-24 02:58:17+00:00,"NOW: We now have Tropical Storm #Ian according to the National #Hurricane Center. Storm has strengthened - latest track puts it right over #TampaBay, but with us being a few days out there’s still uncertainty there. @NatalieWTSP’s got your latest update #Nightside @10TampaBay https://t.co/fZGZGWrnqo",AngelinaWTSP
492,Pembroke Pines,2022-09-28 10:59:45+00:00,Wishing my Florida Twitter family the best during Hurricane Ian. Hope everyone remains safe and sound 🙏 #HurricaneIan,Yadiyadayada9
493,Miami,2022-09-27 18:06:53+00:00,"Storm surge: 

* Middle of Longboat Key to Bonita Beach, including Charlotte
Harbor...8-12 ft
* Bonita Beach to Chokoloskee...6-9 ft
* Anclote River to Middle of Longboat Key, including Tampa
Bay...4-7 ft
* Suwannee River to Anclote River...3-5 ft",Omar_fromPR
494,Lake Mary,2022-09-28 12:51:36+00:00,What’s the best Roku weather app I can download to watch live coverage of the hurricane in Orlando? #hurricaneian,nostalgicgirl93
495,Orlando,2022-09-27 14:26:21+00:00,"@POTUS Biden emptied our emergency oil supply, now we have a hurricane headed towards us.  😈 👿 😈 https://t.co/pnOX0LHDnb",cherylkanere
496,Orlando,2022-09-28 22:15:55+00:00,"Orlando, FL (5:52 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 5:52 PM local time and impacted at least 5 homes.",grid_events
497,Sweetwater,2022-09-26 23:14:16+00:00,Can this hurricane go somewhere else I have a damn lash appointment on Wednesday,paula118_
498,Titusville,2022-09-25 14:42:26+00:00,"We have noticed a slight shift in our ENSEMBLES since late last night.

It will be interesting to see if the Hurricane Center makes a subtle shift to the east or stay where they are based on the global models? Waiting on the 11am advisory for more detail. https://t.co/3hCcYnPcnj",TMainolfiWESH
499,South Miami,2022-09-28 14:27:21+00:00,"Blessed to be apart of the UGG family🤝 
 #kingofNIL #explorepage #explore #ugg #HurricanIan #NordStream2 #العراق https://t.co/jX5PWaqkOo",_KevinSnyder
500,Punta Gorda,2022-09-28 16:24:23+00:00,Hurrican Ian is here… https://t.co/jActJ0zP1a,GHeinkel
501,Orlando,2022-09-28 14:33:16+00:00,this storm is over 300 miles wide it will quite literally swallow the state and some of us in the central part of the state don’t infrastructure that’s hurricane rated.,klttykatclub
502,Bradenton,2022-09-23 14:14:20+00:00,@jpgillin Looks like Hurricane Charley!,SKeelerTimes
503,Brandon,2022-09-26 11:41:02+00:00,"@dveese Ian is barreling down your way, you are forced to evacuate; what is the one collectible you own that you bring with you?",albino_peacock_
504,Pembroke Pines,2022-09-27 16:37:50+00:00,Current situation #HurricaneIan #Hurricane 🌀 https://t.co/nuLL9QXt92,JaimieHilfiger
505,Lakeland,2022-09-26 23:05:04+00:00,"My mom thought the storm that came through was the hurricane and said she doesn't ""need to evacuate because the wind had died down"".🤦🏽‍♀️ Pray for me 😂",TampaSportsGirl
506,Hollywood,2022-09-26 18:28:14+00:00,"@venusranch ???  Toni, are you suggesting there is no TS/Hurricane Ian out there?",PoliticalSister
507,Plantation,2022-09-24 11:48:03+00:00,"Oh no you don’t storm, changing my flight to cincy from Tuesday to Monday I’m not playing with you. I have a TNF game to attend #FinsUp",jimbo_roberto
508,South Miami,2022-09-29 11:33:41+00:00,Our thoughts and prayers are with all those impacted by this devastating storm. Absolutely heartbreaking 💔 🙏🏼#HurricanIan,kinder_keys
509,Tampa,2022-09-26 23:20:34+00:00,"If you are in an evacuation zone you need to EVACUATE! It’s not worth taking a chance. There’s already flooding and the storm is not even here yet. Click the link to see if you’re in an evacuation zone. ⬇️

https://t.co/JXhIxuaKDz https://t.co/VBJUbK81nM",SenJanetCruz
510,Hollywood,2022-09-28 10:36:20+00:00,No transit in Miami-Dade today as Hurricane Ian shut downs many govt offices and public services https://t.co/JtZdYZzB52,doug_hanks
511,Maitland,2022-09-28 19:50:21+00:00,Ian is just starting to get a bit more intense by me &amp; it’s not even hitting until 8pm tn 🥲,danyelleeeXOXO
512,Bradenton,2022-09-29 03:16:40+00:00,We hope everyone is staying safe during Hurricane Ian! 🙏,born_saltwater
513,Miami Gardens,2022-09-28 01:01:17+00:00,#CUBA: State run tv from #PinardelRío says entire island is in a black out caused mainly by #HurricaneIan. Very tough to hear as many #Cubans are now dealing with #storm #damage. @WPLGLocal10,HatzelVelaWPLG
514,St. Petersburg,2022-09-25 14:40:54+00:00,"“I just got here and, it’s kind of insane, that you don’t see any water here.” 

This man discovering H20 becoming a precious commodity in FL grocery stores ahead of #Ian…

@NBCNews @NBCNightlyNews https://t.co/rV1PBZIWxs",SamBrockNBC
515,Tampa,2022-09-27 11:17:47+00:00,"Fellow Tampa Bay tweeps, please make sure you are in a safe area. Don’t try to play chicken with Hurricane Ian. Get somewhere high and dry with storm windows or shutters.

#HurricaneIan",drjoelshulkin
516,Maitland,2022-09-29 01:03:19+00:00,All the MAGAs go outside and check on this storm,fredzzzdead
517,Hollywood,2022-09-27 00:38:42+00:00,"One more Florida Hurricane fact for the newbies:

During a Tropical storm or Hurricane, most high rise cranes are  *Unlocked* so they can spend spin freely like windmills. Otherwise they would rip right off the building.

#Ian https://t.co/NlgjYzxKfg",volvoshine
518,Brandon,2022-09-24 18:48:46+00:00,"200 people A-day are changing their driver's license from New York State to Florida. I wonder why? Taxes, Crime, Regulations, Freedom, &amp; homeless.  It's not weather cause it's a 100ﾟ here in the summer. https://t.co/g1KYL9SD9V",ScottWa91433575
519,Lake Mary,2022-09-29 15:44:01+00:00,"#World 🌧🌩🌪 así estamos en #Orlando inundados, #LakeEola desbordado, aún llueve y sin ganas de cambiar el clima. #Huracan_Ian de camino a @CityDaytona 
@RevistaSemana @OANN https://t.co/kEDC9PDe8b",ArmadasColombia
520,Miami Beach,2022-09-26 03:58:40+00:00,@Laryeli Ian se hubiese ido hace rato,JohnMoralesTV
521,Sanford,2022-09-29 16:10:21+00:00,"Welp, the worst of the storm has passed. My car and neighborhood are flooded. Somehow still have power though. I’ve never been more grateful to live on a second floor in my life #HurricaneIan https://t.co/LBfilkq2MX",chaosandkitties
522,Hialeah,2022-09-28 00:47:21+00:00,Hurricanes at my Grammy house used to be fun af😂😂😂 had all the food and random games,lovekaylahxox
523,Hollywood,2022-09-28 12:54:14+00:00,"@TropicalTidbits “Winds of at least 155 mph. Catastrophic 12-16 ft storm surge is now expected from Bonita Beach to Englewood. Truly awful situation unfolding here.”!!

#NaplesFlorida #BonitaBeach #FortMyers #Tampa #Sarasota #SouthFlorida #Ian",macfall_p
524,Pompano Beach,2022-09-29 19:43:54+00:00,Pack Family Necessities Kits for Hurricane Ian Relief https://t.co/VifnjyUsXu,AlyTasso
525,Lakeland,2022-09-28 17:19:39+00:00,"I’m just trying to show y’all I’m dealing with the hurricane with grace that way more of my friends move down here once they see it’s no big deal. I hope my plan is working.

??????????",Aye_ItsDre
526,Clearwater,2022-09-26 02:44:42+00:00,This wedding is really in five days lord this hurricane needs to move around! Please!,ThatDamn_Mesha
527,Sunrise,2022-09-29 01:20:28+00:00,Thankful I’m Not Seeing The Worst In Hurricane Ian🙏🏾 Just Heavy Winds.,ForeverDunaa
528,Hialeah,2022-09-29 02:35:44+00:00,@cosittabela Son los vientos máximos medidos en el area por Ian.,JohnMoralesTV
529,Miami Beach,2022-09-25 08:59:13+00:00,I pray this hurricane keeps moving west,JoceMarie7
530,Lauderhill,2022-09-28 22:07:13+00:00,"A post-hurricane bike ride around town to see if there was any damage resulting from the storm to my neighborhood. Happy to report that Ian was good to Downtown Fort Lauderdale. 

Thank you weather-gods! Wishing folks on the west coast a speedy recovery #CycleSeptember  🌀🚲… https://t.co/oPio4kMwMi",jesusfuentes80
531,Winter Springs,2022-09-26 21:43:20+00:00,"Based on the latest projected path of Hurricane Ian all OCPS schools and work locations will be closed Wednesday, Sept. 28, 2022 and Thursday, Sept. 29, 2022. Please stay safe during the storm. You can find resources regarding storm preparation and shelters from Orange County gov https://t.co/W8dIEfYkrV",AzaleaPark_OCPS
532,Pembroke Pines,2022-09-27 12:42:19+00:00,We don't know what will happen nor can we be certain of Ian's path. Wrap up your preparations and EVACUATE if you get the order. Praying for Florida AND EVERYONE in its path especially my Tampa friends and family ❤️ https://t.co/wn2nIglTWg,ExceptionLlc
533,Brandon,2022-09-24 14:50:42+00:00,I gotta leave Florida I am sick of this weather and also can’t find a better fucking job 😭,linzzryan
534,Orlando,2022-09-28 00:20:18+00:00,"UNIVERSAL STUDIOS, WALT DISNEY WORLD SET TO CLOSE AS HURRICANE IAN APPROACHES 🌎🏰🌀

For the first time since the start of the Covid-19 pandemic, both Universal Studios Florida and Walt Disney World will be closing its theme parks for at least two days

https://t.co/ozS3zHnShP https://t.co/Rm0Ka4ADC6",UCFKnightNews
535,Sunrise,2022-09-29 02:19:29+00:00,🤞🏽to lock in tomorrow I only been here a week and In the middle a hurricane at that,Nycverse1
536,Maitland,2022-09-28 13:59:09+00:00,#Ian peak storm surge was just increased to 12-18 feet by the National Hurricane Center in parts of SW Florida due to this mornings intensification! Stay with @WESH for updates! #weshwx https://t.co/T80hkyRcRp,TMainolfiWESH
537,Hollywood,2022-09-24 18:25:46+00:00,"The Euro is south and west early, and is west of the 0z run by some, but not nearly as west as the GFS, definitely not enough to declare anything definite in terms of the FL peninsula. Still, expect the NHC to nudge the track west a smidge for #ian at 5PM EDT",watkinstrack
538,Melbourne,2022-09-24 10:35:10+00:00,@IanRunkle heard you say on LTWM you may not want to come to Fl. (Jokingly) 😉so your sending Ian the hurricane instead? 🤣🤣🤣 Love your analysis on your YouTube channel.,DebbyLivingston
539,Deerfield Beach,2022-09-27 12:38:37+00:00,Soggy morning commute at #Ian rain bands cross @BrowardCounty @FTLCityNews @SunSentinel @NWSMiami https://t.co/Vt91QwOZpE,PhotoSSentinel
540,Orlando,2022-09-28 01:56:17+00:00,bmth cancelled and I’m fucking annoyed with this hurricane ruining my vacation!!!,aciidreflexx
541,Safety Harbor,2022-09-26 18:53:35+00:00,I mean I know I should have hurricane supplies and be ready to evacuate. But that’s all based on anecdotal evidence and case studies. I’ll wait until we have a randomized control trial before making any rash decisions. That’s how it works right @VPrasadMDMPH?,DrBArmstrong
542,Aventura,2022-09-27 20:19:06+00:00,"Spanish language weather news is different
#ian
https://t.co/tBZIk1eDti",volvoshine
543,Lantana,2022-09-26 20:15:42+00:00,@JT_in_FL @TallahasseeSto1 Yes it may - a storm that does not behave,LeChatNoire4
544,Lake Mary,2022-09-27 05:32:54+00:00,"En otras noticias, entrar a chequear The Weather Channel y encontrar esto ya nos quiere decir que, muy posiblemente, Ian se nos viene encima😩 https://t.co/S7vEfShR15",juanguidigital
545,Palmetto Bay,2022-09-26 01:19:37+00:00,#Ian has started taking off in intensity. Good chance it becomes a hurricane tomorrow morning.,Jackson_Dill
546,Miami Gardens,2022-09-28 21:28:48+00:00,@JLOHagans @JaykMan80 @madgoat61 @RockyMountViews I would say they almost certainly have hurricane impact windows - better than boards over regular windows,PoliticalSister
547,Lauderhill,2022-09-28 14:41:50+00:00,Hurricane dates mean more cuddles indoors! 🙈😄⛈💗🥂 https://t.co/U3VZSLNsu3,bookingashley
548,Miami Beach,2022-09-28 00:50:25+00:00,"At 8:00 PM EDT, 2 ENE Sweetwater [Miami-Dade Co, FL] PUBLIC reports TROPICAL STORM. DOWN TREES. SHINGLES AND AWNINGS BLOWN DOWN IN NEIGHBORHOOD AND ON THE STREET. https://t.co/MEX51hIUVq",iembot_mfl
549,Hollywood,2022-09-28 12:35:42+00:00,"🌪️🌀 👇🏼 #Ian

Mi corazón y pensamiento con la costa oeste, Dios los proteja y los guarde 🙏🏼 En especial mis amigos y compañeros de trabajo 🙏🏼🙏🏼🙏🏼",mariaELeal3112
550,Clearwater,2022-09-28 23:14:19+00:00,"🙏🙏😖😖 #PrayForFL #FLStrong
""Hurricane Ian makes Category 4 landfall in Florida""  
https://t.co/mNzTqwqNCa",TBRaysTwins
551,Sweetwater,2022-09-26 16:52:01+00:00,"@eibbor07 @johnadams20010 https://t.co/dTfIAiOGZ8 then click on satellite imagery, look for hurricane Ian, then click on Longwave IR (2KM)",_MarcAnthony__
552,Bradenton,2022-09-27 20:47:36+00:00,tomorrow at 7pm we shoot at hurricane Ian,blueregarde
553,Pompano Beach,2022-09-28 17:51:16+00:00,We have friends and family that will be dealing with this monster Hurricane.  #PrayersforFlorida #hurricaineIan #HurricaneSeason #StaySafeFlorida https://t.co/hxlWKsOIa4,LifeTraveled
554,Miami Beach,2022-09-26 22:26:00+00:00,"@michelledj11 Thank you Babe, for us here in Miami and South Florida it's just a strong storm. Unfortunately for #Tampa, they will be receiving the monster, a Category 3 and first time since 1921 that a #Hurricane makes landfall in TAMPA. BUT IT'S STILL EARLY, MAYBE THEY WON'T GET IT AT ALL❣️ https://t.co/hhnLV1Fe0N",MCrisCardena
555,Davie,2022-09-25 00:58:20+00:00,"@mrallcanes It’s a must stop every time we are in town!
No sir! But nothing stronger than a HURRICANE!!
Got 2 weeks to correct it and go 1-0.
GO CANES!!",Blake_Berlin11
556,Fort Lauderdale,2022-09-27 06:23:14+00:00,"Cancellations, closures caused by Hurricane Ian
https://t.co/oUbdsCW0aJ",MonlynShantelle
557,Deltona,2022-09-28 15:29:37+00:00,"The cone of uncertainty is shrinking. They now say it will follow the path of Hurricane Charlie, but slow.  #ididntliveherforcharlie #hurricaneian #extremeweatherpending https://t.co/NgSB8wCiwG",DeannaBee
558,Hollywood,2022-09-26 19:38:22+00:00,@beardedphotog24 Direct this at the Dolphins fans and their dumpster fire fair weather fan base.,Todd_Bullock
559,Sunrise,2022-09-27 23:08:18+00:00,"South Florida school cancellations, plus everything else you should know for Hurricane Ian https://t.co/o9oicgSu2F",MartyKiar
560,Safety Harbor,2022-09-28 02:02:37+00:00,"Cuba Without Electricity After Hurricane Ian Hammers Power Grid
https://t.co/5Cu8KXeJxu",MichelleMazuros
561,South Miami,2022-09-26 01:19:44+00:00,"You mean, the weather y’all normally experience around that time of year? Lol",ItsMeJanmarco
562,Miami,2022-09-23 14:48:08+00:00,Definitely watching the projected hurricane next week from Medellin. Hope Miami doesn’t get touched🙏🏼,High_Rise_Trini
563,Miami Gardens,2022-09-29 16:42:41+00:00,@dr_tgpeterson @NimishaBarton Oh...hurricane season aligns with arctic AC blasts in my building. It's sweater weather inside!,bobbijwalker
564,Palm Bay,2022-09-28 22:30:00+00:00,@lifeiscrazy_365 It’s crazy how people don’t remember this was from years ago. That hurricane was suppose to decimate brevard but it shifted last second,tylernoel_
565,Safety Harbor,2022-09-28 18:19:17+00:00,@GrewePaul @OfficialOPLive @ReelzChannel @OnPatrolLive Nope Volusia will be dealing with storm will be too dangerous,mbrouseoh
566,Lake Mary,2022-09-28 18:52:27+00:00,"For those who don’t know, there’s a Hurricane that’s coming towards my way! To maintain my sanity, I shall be streaming my #twitch and show you my birthday gifts! Come join the #PANDAmonium @ 6 PM EST with #PokemonTCG opening &amp; gameplay! https://t.co/Jzl2VT5jZu",LambdaPanda
567,Lantana,2022-09-29 11:34:14+00:00,Insurers Stop for Storm – Should Return Mon. https://t.co/9bTpK1J87C,RauschInsurance
568,Davie,2022-09-28 00:04:48+00:00,"Hi, hello, how are you... 
The weather is horrific... 
Kinda nervous ngl...
That line of tornadoes gonna dip south into the North Miami Beach area? @RyanNBC6",Trainboy100
569,Plant City,2022-09-28 20:33:00+00:00,"Never a sight you want to see this early into a Hurricane. Folks in Lakeland, this might be why some of y’all are out of power. Video shot safely and sent in by Lakeland resident Brandon Patterson. @news6wkmg #hurricaneian https://t.co/1MTN76qQsq",MerrisNews6
570,Fort Lauderdale,2022-09-23 18:33:47+00:00,Per BERT: TD9 is still unstable.  Expected to strengthen late Sunday night into Monday. The most important factor is WHEN and WHERE the Tropical Depression makes a turn to the N/W Right NOW the storm is of “general” concern.  Please plan accordingly. More info asap @browardinfo,Michaeludine
571,Plant City,2022-09-29 23:01:43+00:00,Joe Biden and the Democrats think they can affect nature By different types of energy. Well you had your chance and you lost.  This is Charlotte Harbor emptied by hurricane Ian. If you can't stop a hurricane how can you stop global warming? https://t.co/i8Z0JjUQK3,ScottWa91433575
572,Plantation,2022-09-28 03:12:52+00:00,"@LanaMontalban Me está pasando:
Estoy entrando las macetas pequeñas del jardín. Y vaciando un poco la pileta. 

Y tratando de ver la llegada de Ian relajada.",julietbell1973
573,New Smyrna Beach,2022-09-25 21:38:06+00:00,Then I got to work through the hurricane,ChrissyEans
574,Tallahassee,2022-09-25 18:12:15+00:00,"I’m going to Publix, not because I’m panicking about Ian but because I always go to Publix on Sundays. Pray for me.",BigGreenPen
575,Miramar,2022-09-29 02:09:52+00:00,@ananavarro It’s a racist hurricane,malixclavijo
576,Hollywood,2022-09-29 01:06:23+00:00,Although it Seems pretty clear to me… ☀️☀️🌞🌞🌞🌄🌅🌇🕶️ I’m still praying for the families and homes and all of Florida from hurricane Ian. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏There will be sun!! Keeping you all in my prayers!! https://t.co/TMjZzTVRlq,StarshimaT
577,South Miami,2022-09-26 20:51:00+00:00,@hachbiz @AshleyElisaG @courtranstrom @juliaccarreon You are in the path of a hurricane. Just FYI.,MitchHFPR
578,St. Petersburg,2022-09-29 10:57:49+00:00,"This is what I was warning about for the last couple of days, the west side of the eye wall would be stronger. Incredible storm. #flwx #Ian #HurricaneIan",GregDeeWeather
579,Aventura,2022-09-27 21:08:13+00:00,"5 pm NHC advisory has Miami-dade &amp; forward counties now under a TS warning. 

The whole peninsula is now under some category of a warning. #Ian #FLwx https://t.co/jaCiQrLwuX",HurricaneManWx
580,Miami,2022-09-29 03:36:18+00:00,#FLORIDA'S MOST #UNFORGETTABLE #HURRICANE 🌀 SEASON https://t.co/kIflvbILjt,MCrisCardena
581,Safety Harbor,2022-09-27 18:52:44+00:00,Y’all fucken with the hurricane tho?,pasta__papi
582,Maitland,2022-09-29 23:43:49+00:00,"“We absolutely expect to have mortality from this hurricane,” @GovRonDeSantis said tonight, noting there’s a process for confirming storm deaths. “People have said certain things,” but “in terms of confirmed, that will be made apparent over the coming days.” @livenowfox https://t.co/EBUGk1FehE",JoshBreslowTV
583,Hollywood,2022-09-28 13:29:24+00:00,Pinché #Ian vete ya!! 😔,mrjalf1
584,Bradenton,2022-09-29 04:10:13+00:00,@jessecurry Yes! So far so good haven’t lost power yet,idalistrades
585,Safety Harbor,2022-09-29 14:06:14+00:00,"@PolitiBunny @FLPhoenixNews Live in Florida and the hurricane is not political. The response will be from a national level , state level and local level so Democrats better be careful who you blame cause it might be Biden or local Democrats Leaders. Many mayors are Democrats in big cities in Florida.",ScottWa91433575
586,Tampa,2022-09-26 16:59:22+00:00,Another way to ease your evacuation process. Don't wait. Pack up and get going while the weather is holding off!,JennieHook
587,Miami Beach,2022-09-26 16:52:01+00:00,"@eibbor07 @johnadams20010 https://t.co/dTfIAiOGZ8 then click on satellite imagery, look for hurricane Ian, then click on Longwave IR (2KM)",_MarcAnthony__
588,Sweetwater,2022-09-24 23:25:40+00:00,The Hurricanes (of the Manny Diaz era) are *back*.,Daniel22223333
589,Aventura,2022-09-26 19:32:00+00:00,@TheAbdullll Just cuz of the storm 😂,Bashar_SG
590,Hollywood,2022-09-27 06:21:49+00:00,"Charlie Crist rips Ron DeSantis insurance failures as Ian surges toward Florida
https://t.co/FhCBo0mNLh",MonlynShantelle
591,Miami Gardens,2022-09-28 02:36:19+00:00,"Our family has made it to the Weston area, far enough away from the storm that we should feel few effects. We are thankful the Tampa Bay “force field” is potentially sparing our house from yesterday’s projected storm surge, but mindful others will suffer instead. Stay safe! https://t.co/DhgJwVBpsc",GoAwayGreen
592,Winter Springs,2022-09-28 14:32:59+00:00,"Sources tell JetsMuse, a hurricane might kill me https://t.co/bE1p2XxHNd",jetsmuse
593,Davie,2022-09-28 13:52:16+00:00,Being a flight attendant sucks sometimes. Tell me how I still had to fly to Fort Lauderdale…where it’s literally in a state of emergency because of the hurricane 🙄 thankfully my family lives here so I’ll be fine but wtf,politerager
594,Safety Harbor,2022-09-28 18:55:44+00:00,"@stann2 @10TampaBay Happy to help! Effects there should be flooding, some storm surge, the threat of high winds and possible tornadoes. Compared to what the forecast was just a day ago, Citrus should be okay with the track shifting south and the eye of #Ian hitting the Naples/Fort Myers area",AngelinaWTSP
595,Lakeland,2022-09-29 18:28:47+00:00,"I understand 200,000+ customers are without power, but I find it unbelievable that TECOs outage page does not refresh to show where power has been restored.",TampaSportsGirl
596,Plant City,2022-09-28 00:31:54+00:00,"This is our first hurricane, Polk County. Praying for safety for us and everyone else that Ian will touch. 🙏🏾",PAsuga4real
597,Aventura,2022-09-24 22:46:52+00:00,"Florida extendió a todo su territorio el estado de emergencia por el paso de la tormenta Ian, que podría transformarse en huracán - Infobae https://t.co/aaYKMcnSzt",OpyMorales
598,Pembroke Pines,2022-09-28 09:54:17+00:00,"This matters a lot for storm surge, as well as impacting many more people with destructive winds.",BMcNoldy
599,Miramar,2022-09-27 18:31:29+00:00,"In addition to providing emergency emotional help, we have created a special fund to support mental health services in communities and provide emergency aid to our students and employees affected by the storm. You can make your contribution here: https://t.co/NF8oFUZA61 https://t.co/QkTsWtRqXm",AlbizuMIA
600,Orlando,2022-09-29 11:46:59+00:00,#Seminole County Sheriff Dennis Lemma says 'no wake' order on flooded street taking effect this morning. Also banned on flooded streets- boats with motors. #Hurricane_Ian #news13seminole @mynews13 https://t.co/63Tky9xAgH,KevinPConnolly_
601,Clearwater,2022-09-28 14:05:07+00:00,Another view from #MyTreasureIsland where I live… the power of #HurricaneIan #Ian is unbelievable! You MUST prepare days in advance to survive storms like this. 12 to 18 foot storm surge now expected just south of us! Praying for our friends in the southern FL counties ❤️,MicheleSmith32
602,Miami Gardens,2022-09-27 10:03:06+00:00,"Bucs coming south ahead of Hurricane Ian #IanHurricane #FinsUp
https://t.co/tESUmuq4QD",FingalNancy
603,Weston,2022-09-26 21:40:37+00:00,Florida Weather https://t.co/GbPadfC5Rx,blackflagfuture
604,Boca Raton,2022-09-26 12:41:04+00:00,"GM! Was raining, so I took the morning off, Web3 flexibility. Here’s a low rez shot from yesterday from the @NikonUSA. 
King tides begin tomorrow in Florida coinciding w/rainfall from Hurricane Ian, stressing infrastructure systems. Maybe we do flood and puddle shoots tomorrow? https://t.co/FYO8EPWJPY",SethPlatt
605,Aventura,2022-09-27 03:38:13+00:00,Hurricane in Louisiana #HurricaneFiona https://t.co/EV9eTRYVyy,lodyaquin
606,Orlando,2022-09-26 13:26:48+00:00,"Looking 👀 forward to a BUSY, productive and HOPEFULLY Hurricane 🌀 free Birthday week!🤞🏽🙏🏽 (@ B &amp; E's New place in Altamonte Springs, FL) https://t.co/gCqU1sTpUn https://t.co/FGllrlWWtV",chiguy2500
607,Hialeah,2022-09-23 18:13:37+00:00,Miami-Dade residents should continue monitoring this tropical depression as it has the potential to develop into a tropical storm and impact Florida in the coming week. Please click the following link to review FEMA’s hurricane preparedness kit https://t.co/kPVMHW4zMt https://t.co/HD7ELdd0d6,KMCabreraFL
608,Sanford,2022-09-27 03:27:07+00:00,If that hurricane k words me while I’m only halfway through #TheTalisman I’m gonna be so f word pissed https://t.co/tvbKIIx0ou,homospinster
609,Lake Mary,2022-09-23 15:26:18+00:00,Every time there is a hurricane - I automatically think of this moment 😍 https://t.co/dLhGt9jRdK,WRKwithWes
610,Clearwater,2022-09-23 21:29:07+00:00,Here we go again!!#Florida #TampaBay #Hurricane #Ian #HurricaneSeason2022 #98L https://t.co/BRjl7FBNWJ,Leiagr
611,Maitland,2022-09-29 00:15:54+00:00,"Chuluota, FL (7:58 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 7:58 PM local time and impacted at least 4 homes.",grid_events
612,Lake Mary,2022-09-26 02:50:45+00:00,@Trevorplummer @PNCBank Hmmm last few hurricanes w power outages we could only use cash!  Home Depot couldn’t check out with credit- machines didn’t work.,Suggestions4YOU
613,Sarasota,2022-09-28 06:53:02+00:00,"All quiet across a deserted downtown Sarasota with only some light rain. That’ll change soon. 

Tropical storm force winds, power outages will likely sweep the area before sunrise. #HurricaneIan could be a CAT 4 hurricane by the time it makes landfall in the afternoon or evening. https://t.co/sBvQogTWxl",ShaneBattisTV
614,North Port,2022-09-28 14:24:25+00:00,"@FOX13News @JimWeberFOX Hurricane Ian 2022 Venice,FL https://t.co/7UltbxQ2GR",jenalee0203
615,New Smyrna Beach,2022-09-29 09:59:28+00:00,"Are you guys getting this alert? 

#Hurricane #HurricaneIAN #IAN #Florida #orlando  #FortMyers #naples #poweroutage #fire #Orlando #deltona #Florida  🌀 https://t.co/kSOxuJrBox",tolgaguler_
616,Marco Island,2022-09-28 15:05:21+00:00,"At 10:54 AM EDT, 1 S Pelican BAY [Collier Co, FL] MESONET reports TROPICAL STORM. EARTHNETWORKS MESONET STATION NPLSR NAPLES GRANDE BEACH RESORT MEASURED A GUST OF 80 MPH. https://t.co/Go2k2xdVJu",iembot_mfl
617,Tampa,2022-09-29 10:57:49+00:00,"This is what I was warning about for the last couple of days, the west side of the eye wall would be stronger. Incredible storm. #flwx #Ian #HurricaneIan",GregDeeWeather
618,Miramar,2022-09-26 14:05:21+00:00,Water bubbles up from storm drain #kingtide @FTLCityNews @BrowardCounty @SunSentinel https://t.co/fakmUowA36,PhotoSSentinel
619,Sweetwater,2022-09-25 23:36:53+00:00,Y'all wanted some Hurricane action. Ian bought to bring it. Prepare because Hurricane Andrew was not supposed to hit dade county in 1992. I'm still having issues if the wind blows hard. Better safe than sorry.,bamcanes1
620,Coral Springs,2022-09-24 19:19:33+00:00,@RayDaTruth_ Calm b4 the storm,cooper_zion
621,Miami Beach,2022-09-26 01:25:04+00:00,@kariecupcake Looking great my friend  enjoy the  weather,chef_recio305
622,Hialeah,2022-09-28 14:41:20+00:00,Yeah get vaxxed to fight hurricane 😁😁😁,AlexPer51573831
623,Miramar,2022-09-29 00:37:06+00:00,"It’s #NCBD and our LCS was open. Unfortunately, due to Hurricane Ian the independent comics didn’t arrive. Our TUNE OF THE WEEK “comic book trance music video” will premiere Friday morning.
😻
Be safe Florida! https://t.co/jLCbOo9NCO",RobWorst
624,Boynton Beach,2022-09-27 21:46:08+00:00,"Hurricane Fiona get me like 🧐 @ Palm Beach, Florida https://t.co/ynBhE8UMmT",christopher5297
625,Hollywood,2022-09-29 18:36:06+00:00,"Back when my nipples would get hard rip cold weather @ Miami, Florida https://t.co/gRpHclDyzh",ChrisSpinoza
626,Sunrise,2022-09-26 21:02:16+00:00,18Z ICON large shift east #IAN https://t.co/KBXMOyHU4J,HurricanesJames
